%META:TOPICINFO{author="RobertEngel" date="1312301008" format="1.1" version="1.322"}%
%META:TOPICPARENT{name="WebHome"}%
---+!! Updating the OSG WBS
%INCLUDE{ "WbsStatusUpdateProcess" }%

%EDITTABLE{ format="| label, 0 | label, 0 |  label, 0  | label, 0 | label, 0 |   text, 8 |   text, 8 |   text, 4, 0% |  label, 0  | textarea, 2x20 |"  changerows="off" headerislabel="on" editbutton="Edit Table" header"| *ID* | *WBS* | *Agency Milestone* | *Name* | *In Charge* | *Start Date* | *Finish Date* | *% Done* | *Edit Line* | *Comments* |" helptopic="WbsStatusUpdateProcess" }% 
%TABLE{ valign="top" dataalign="left, left, center, left, left, center, center, right, center, center" }%
| *ID* | *WBS* | *Agency Milestone* | *Name* | *In Charge* | *Start Date* | *Finish Date* | *% Done* | *Edit Line* | *Comments* |
| 283 | 1.8.2.1 | No | Evolve standards and templates for documents | Engel | 10/1/10 | 9/30/11 | 83% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 284 | 1.8.2.2 | No | Complete testing an effective "user" search for Documentation | Engel | 10/1/10 | 12/15/10 | 0% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 285 | 1.8.2.3 | No | Get all Documentation into new process | Engel | 10/1/10 | 4/1/11 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 286 | 1.8.2.4 | No | Participate planning support for new content management infrastructure for OSG Prime | Weichel | 10/1/10 | 2/15/11 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 287 | 1.8.2.5 | No | Provide effective navigation | Engel | 10/1/10 | 1/15/11 | 80% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 289 | 1.8.2.7 | No | Migrate Twiki to dedicated hardware | Quick | 10/1/10 | 12/1/10 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 290 | 1.8.2.8 | No | Complete Review and Test of Documentation under Content Mgmt Control, Provide Release | Engel | 9/1/10 %EDITCELL{ "label, 0" }% | 7/1/11 %EDITCELL{ "label, 0" }% | 80% %EDITCELL{ "label, 0" }% | | |
| 291 | 1.8.2.8.1 | No | Tier3 : 22 Documents | Mambelli | 9/1/10 | 11/30/10 | 69% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 292 | 1.8.2.8.2 | No | User : 17 Documents | Guru | 9/1/10 | 11/30/10 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 293 | 1.8.2.8.3 | No | Storage : 69 Documents | Levshina, Hesselroth | 9/1/10 | 7/1/11 | 80% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 294 | 1.8.2.8.4 | No | Compute Element : 68 Documents | Engel | 9/1/10 | 11/30/10 | 66% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 295 | 1.8.2.8.5 | No | Integration : 25 Documents | Thapa | 9/1/10 | 11/30/10 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 296 | 1.8.2.8.6 | No | Security : 40 Documents | Barlow | 9/1/10 | 11/30/10 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 297 | 1.8.2.8.7 | No | Virtual Organizations : 23 Documents | Martin | 9/1/10 | 11/30/10 | 77% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 298 | 1.8.2.8.8 | No | Operations : 66 Documents | Chism | 9/1/10 | 11/30/10 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 300 | 1.8.2.10 | No | Evaluate Documentation Improvements | Engel | 10/1/10 | 9/29/11 | 0% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 301 | 2.1 | No | Scalability, Reliability and Usability | Sfiligoi | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 53% %EDITCELL{ "label, 0" }% | | |
| 302 | 2.1.1 | No | Test scalability and reliability of storage | Sfiligoi, Haifeng | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 58% %EDITCELL{ "label, 0" }% | | |
| 303 | 2.1.1.1 | No | Quarterly status report about SRM (all combinations) scalability | Sfiligoi, Haifeng | 10/1/10 | 9/30/11 | 65% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 304 | 2.1.1.2 | No | Evaluate new Bestman releases | Haifeng, Sfiligoi | 10/1/10 | 9/30/11 | 65% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 305 | 2.1.1.3 | No | Follow and evaluate xrootd usage without an SRM | Sfiligoi, Haifeng | 10/1/10 | 9/30/11 | 45% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 306 | 2.1.2 | No | Test scalability, reliability and usability of Ces | Sfiligoi, Martin | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 25% %EDITCELL{ "label, 0" }% | | |
| 309 | 2.1.2.3 | No | Follow and evaluate multi-core access to Ces | Sfiligoi, Martin | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 310 | 2.1.3 | No | Test scalability, reliability and usability of glideinWMS. | Sfiligoi | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 70% %EDITCELL{ "label, 0" }% | | |
| 311 | 2.1.3.1 | No | Quarterly report on Condor scalability | Sfiligoi | 10/1/10 | 9/30/11 | 50% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 312 | 2.1.3.2 | No | Evaluate new Condor releases | Sfiligoi | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 313 | 2.1.3.3 | No | Evaluate new glideinWMS releases | Sfiligoi | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 314 | 2.1.3.4 | No | Monitor and help troubleshoot problems OSG Vos have with using the glideinWMS | Sfiligoi | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 315 | 2.1.3.5 | No | Monitor and facilitate glexec deployment on OSG | Sfiligoi | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 316 | 2.1.4 | No | Test scalability and reliability of centrally operated services | Sfiligoi | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 13% %EDITCELL{ "label, 0" }% | | |
| 317 | 2.1.4.1 | No | Perform a scalability and reliability test of a GRATIA instance | Sfiligoi | 10/1/10 | 9/30/11 | 0% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 318 | 2.1.4.2 | No | Perform a scalability and reliability test of a BDII instance | Sfiligoi | 10/1/10 | 9/30/11 | 50% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 319 | 2.1.5 | No | Investigate and develop usability guidelines | Sfiligoi | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 56% %EDITCELL{ "label, 0" }% | | |
| 321 | 2.1.5.2 | No | Evaluate documentation about multi-core use | Sfiligoi | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 322 | 2.1.5.3 | No | Evaluate and contribute to the glideinWMS documentation | Sfiligoi | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 323 | 2.1.5.4 | No | Assist Security team with end user documentation | Sfiligoi | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 324 | 2.1.6 | No | Develop and improve monitoring tools | Sfiligoi | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 75% %EDITCELL{ "label, 0" }% | | |
| 325 | 2.1.6.1 | No | Improve load generating tools as needed | Sfiligoi | 10/1/10 | 9/30/11 | 80% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 326 | 2.1.6.2 | No | Improve load monitoring tools as needed | Sfiligoi | 10/1/10 | 9/30/11 | 80% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 327 | 2.2 | No | Workload Management Systems | Potekhin | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 55% %EDITCELL{ "label, 0" }% | | |
| 328 | 2.2.1 | No | Support of LHC experiments | Potekhin | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 65% %EDITCELL{ "label, 0" }% | | |
| 329 | 2.2.1.1 | No | Maintain and upgrade instances of glideinWMS for existing and new VO's | Sfiligoi | 10/1/10 | 9/30/11 | 30% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 330 | 2.2.1.2 | No | Provide operational support of Panda Pilot interface with site authentication/authorization systems | Caballero | 10/1/10 | 9/30/11 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 331 | 2.2.2 | No | Use WMS to enhance OSG site testing | Potekhin | 10/1/10 %EDITCELL{ "label, 0" }% | 1/31/11 %EDITCELL{ "label, 0" }% | 0% %EDITCELL{ "label, 0" }% | | |
| 332 | 2.2.2.1 | No | Provide integration of Panda Pilot with the standard OSG Test Suite | Potekhin | 10/1/10 | 1/31/11 | 0% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 333 | 2.2.3 | No | Improve data movement and workflow capabilities of WMS | Caballero | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 38% %EDITCELL{ "label, 0" }% | | |
| 334 | 2.2.3.1 | No | Create a light-weight Panda Data Mover | Caballero | 10/1/10 | 3/1/11 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 335 | 2.2.3.2 | No | Create a DAG-capable metascheduler for Panda | Potekhin | 2/1/11 | 9/30/11 | 0% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 336 | 2.2.4 | No | Improve Panda monitoring capabilities | Potekhin | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 43% %EDITCELL{ "label, 0" }% | | |
| 337 | 2.2.4.1 | No | Migration of Autopilot and Job Monitoring sections in Panda Monitor, to the new monitoring framework | Potekhin | 10/1/10 | 9/30/11 | 20% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 338 | 2.2.4.2 | No | Integration of Panda Monitoring with the Dashboard and other LHC information systems | Potekhin | 4/1/11 | 9/30/11 | 90% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 339 | 2.2.5 | No | Leverage WMS capabilities of OSG for Engagement | Caballero | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 90% %EDITCELL{ "label, 0" }% | | |
| 340 | 2.2.5.1 | No | Provide Panda support for DUSEL and Daya Bay computing effort | Caballero | 10/1/10 | 9/30/11 | 80% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 341 | 2.2.5.2 | No | Improve Panda support for CHARMM computing effort by expanding to a large number of sites (~20) | Caballero | 10/1/10 | 9/30/11 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 342 | 2.2.6 | No | Panda Database Scalability | | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 48% %EDITCELL{ "label, 0" }% | | |
| 343 | 2.2.6.1 | No | Support of existing RDBMS-based systems | Potekhin | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 25% %EDITCELL{ "label, 0" }% | | |
| 344 | 2.2.6.1.1 | No | Coordinate the query design in Panda with ATLAS DBAs in order to maintain optimal performance of the systems currently used in production | Potekhin | 10/1/10 | 9/30/11 | 30% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 345 | 2.2.6.1.2 | No | Identify necessary changes in partitioning of RDBMS data for off-loading of data to alternative systems as necessary | Potekhin | 10/1/10 | 9/30/11 | 20% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 346 | 2.2.6.2 | No | Evaluation of noSQL solutions for storage of archived job data in Panda | Potekhin | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 60% %EDITCELL{ "label, 0" }% | | |
| 347 | 2.2.6.2.1 | No | Use the existing VM-based Cassandra DB test facility at CERN to create server configuration settings optimal for storage of Panda archived data | Potekhin | 10/1/10 | 9/30/11 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 348 | 2.2.6.2.2 | No | Conduct a continuous loading run of a large sample of Panda data into the test cluster while monitoring performance and stability. Based on the experience thus gained, form a set of recommendations regarding the next generation of Cassandra services at CE | Potekhin | 10/1/10 | 9/30/11 | 70% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 349 | 2.2.6.2.3 | No | Install and configure an optimized multi-node Cassandra cluster at BNL | Potekhin | 10/1/10 | 9/30/11 | 30% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 350 | 2.2.6.2.4 | No | Collect the performance metrics of the BNL cluster in stress-test conditions with real data, and prepare materials necessary for making a decision regarding the future upgrade of Panda database systems | Potekhin | 10/1/10 | 9/30/11 | 40% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 351 | 2.4 | No | Internet2 | Boote, Zurawski | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 63% %EDITCELL{ "label, 0" }% | | |
| 352 | 2.4.1 | No | LHC Support Activities | Boote, Zurawski | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 65% %EDITCELL{ "label, 0" }% | | |
| 353 | 2.4.1.1 | No | Supply perfSONAR  Performance Toolkit ISO image | Boote, Zurawski | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 354 | 2.4.1.2 | No | Assist in deplyoment and configuration of Toolkit based servers | Boote, Zurawski | 10/1/10 | 9/30/11 | 50% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 355 | 2.4.1.3 | No | Supply perfSONAR Packages for regular testing and archiving services | Boote, Zurawski | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 356 | 2.4.1.4 | No | Assist in deplyoment and configuration of regular testing and archive services | Boote, Zurawski | 10/1/10 | 9/30/11 | 50% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 357 | 2.4.1.5 | No | Maintain certralized perfSONAR infrastructure and services | Boote, Zurawski | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 358 | 2.4.2 | No | Provide operationsl training and support | Boote, Zurawski | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 56% %EDITCELL{ "label, 0" }% | | |
| 359 | 2.4.2.1 | No | Provide hands-on training to OSG site-admins at scheduled workshops | Boote, Zurawski | 10/1/10 | 9/30/11 | 50% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 360 | 2.4.2.2 | No | Develop on-line training guilde - How to monitor a site | Boote, Zurawski | 5/2/11 | 8/1/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 361 | 2.4.2.3 | No | Develop on-line training guide - How to debug  performance problems | Boote, Zurawski | 5/2/11 | 8/1/11 | 60% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 362 | 2.4.3 | No | Tool integration | Boote, Zurawski | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 64% %EDITCELL{ "label, 0" }% | | |
| 363 | 2.4.3.1 | No | Supply code updates for client tools | Boote, Zurawski | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 364 | 2.4.3.2 | No | Assist in the wide-spread deployment of perfSONAR tools and services | Boote, Zurawski | 10/1/10 | 9/30/11 | 50% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 365 | 2.4.3.3 | No | Supply code updates to allow regular monitoring tools to consume perfSONAR metrics | Boote, Zurawski | 6/1/11 | 9/1/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 366 | 3.1 | No | Metrics | Bockelman, Gardner | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 50% %EDITCELL{ "label, 0" }% | | |
| 367 | 3.1.1 | No | Metrics Analysis | Gardner | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 18% %EDITCELL{ "label, 0" }% | | |
| 368 | 3.1.1.1 | No | Metrics requirements, definition, and liaison with existing information sources | Gardner | 10/1/10 | 9/30/11 | 20% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 369 | 3.1.1.2 | No | Data mining and filtering and derived metrics data management | Gardner | 10/1/10 | 9/30/11 | 20% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 370 | 3.1.1.3 | No | Creation of OSG intelligence and key analytics | Gardner | 10/1/10 | 9/30/11 | 10% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 371 | 3.1.1.4 | No | Communicate interpretations in various forums (reports, blog, newsletter articles) | Gardner | 10/1/10 | 9/30/11 | 20% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 372 | 3.1.2 | No | Metrics Liason/Coordination | Bockelman | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 76% %EDITCELL{ "label, 0" }% | | |
| 373 | 3.1.2.1 | No | Gratia Liason | Bockelman | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 374 | 3.1.2.2 | No | MyOSG Liason | Bockelman | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 375 | 3.1.2.3 | No | Refine and deliver Gratia reports | Arunachalam, Bockelman | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 377 | 3.1.3 | No | Reporting and Operations | Bockelman | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 59% %EDITCELL{ "label, 0" }% | | |
| 378 | 3.1.3.1 | No | Deploy all metrics reports at GOC | Bockelman, Hayashi | 11/1/10 | 12/1/10 | 95% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 379 | 3.1.3.2 | No | Continue coordination of normalization constants for WLCG | Guru | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 380 | 3.1.3.3 | No | Monthly WLCG/eJOT reports | Guru | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 381 | 3.1.3.4 | No | Ongoing maintenance of metrics queries | Bockelman, Guru | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 382 | 3.1.3.5 | No | OSG Display upkeep and maintenance | Bockelman, Guru, Hayashi | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 383 | 3.1.3.6 | No | Ongoing maintenance and evangelism of the consistency RSV probe | Bockelman, Guru | 10/1/10 | 9/30/11 | 15% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 384 | 3.1.3.7 | No | Monthly thumbnail reports | Lockhart | 10/1/10 | 9/30/11 | 33% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 385 | 3.2 | No | Communications and Education | Ritchie | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 41% %EDITCELL{ "label, 0" }% | | |
| 386 | 3.2.1 | No | Provide Communications | Ritchie | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 40% %EDITCELL{ "label, 0" }% | | |
| 387 | 3.2.1.1 | No | Provide Materials at Conferences | Ritchie | 10/1/10 | 9/30/11 | 50% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 388 | 3.2.1.2 | No | Provide Communications to External Communicators | Ritchie, Boon | 10/1/10 | 9/30/11 | 30% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 389 | 3.2.1.3 | No | Produce Research Highlights | Nahn, Ritchie | 10/1/10 | 5/30/11 | 0% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 390 | 3.2.1.4 | No | Produce iSGTW | Boon, Ritchie | 10/1/10 | 9/30/11 | 60% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 391 | 3.2.1.5 | No | Produce OSG News | Lockhart, Boon, Pordes | 10/1/10 | 9/30/11 | 80% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 392 | 3.2.2 | No | Track and document list of publications in which OSG resources are responsible for science results | Lockhart | 10/1/10 | 5/30/11 | 50% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 393 | 3.3 | No | Project Management | Sehgal | 8/2/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 73% %EDITCELL{ "label, 0" }% | | |
| 394 | 3.3.1 | No | Complete work plan definition for year5 | Sehgal | 8/2/10 %EDITCELL{ "label, 0" }% | 11/15/10 %EDITCELL{ "label, 0" }% | 100% %EDITCELL{ "label, 0" }% | | |
| 395 | 3.3.1.1 | No | Establish WBS, staff plan, and budget | Sehgal | 8/2/10 | 8/30/10 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 396 | 3.3.1.2 | No | Generate SOWs and circulate for approvals with institutions | Sehgal | 9/1/10 | 9/30/10 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 397 | 3.3.1.3 | No | Achieve 85% OSG internal sign-off on sub-contract affecting SOWs | Sehgal | 10/1/10 | 11/15/10 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 398 | 3.3.2 | No | Track financial status and work progress execution | Sehgal | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 75% %EDITCELL{ "label, 0" }% | | |
| 399 | 3.3.2.1 | No | Bi-Weekly Area Coordinator Meetings to review progress | Sehgal, Lockhart | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 400 | 3.3.2.2 | No | Monthly WBS update | Sehgal, Lockhart | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 401 | 3.3.2.3 | No | Quarterly Financial Reports | Sehgal, Werner, Cushing | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 402 | 3.3.3 | No | Support the OSG interaction with funding agencies | Sehgal | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 76% %EDITCELL{ "label, 0" }% | | |
| 403 | 3.3.3.1 | No | Support the OSG-ET in effective interaction with the OSG-JOT | Sehgal | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 405 | 3.3.3.3 | No | Coordinate the production of the annual DOE report | Avery, Sehgal | 12/1/10 | 12/22/10 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 406 | 3.3.3.4 | No | Supplemental Proposal to DOE-ASCR for budget re-allocations | Sehgal | 1/5/11 | 2/28/11 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 407 | 3.3.3.5 | No | No Cost Extensions for DOE and NSF budgets | Sehgal | 1/10/11 | 4/15/11 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 408 | 3.3.3.6 | No | Planning support for transition to OSG Prime | Sehgal, Weichel | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 409 | 3.3.3.7 | No | Coordinate the production of the annual NSF report | Avery, Sehgal | 6/1/11 | 6/30/11 | 100% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 410 | 3.3.4 | No | Organize and maintain OSG policies | Lockhart, Sehgal | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 411 | 3.3.5 | No | Execute effective methods for working with Satellite projects and Partners | Weichel | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 75% %EDITCELL{ "label, 0" }% | | |
| 412 | 3.3.5.1 | No | Support ExTENCI program of work and coordinate interface into OSG (0.1 FTE contribution) | Weichel | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 413 | 3.3.5.2 | No | Structure and support interface to Satellite Projects | Weichel | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 414 | 3.3.5.3 | No | Structure and coordinate interface to Partner Organizations | Weichel | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 415 | 3.3.6 | No | Conduct perioidic phone meetings with key external partners | Sehgal | 10/1/10 %EDITCELL{ "label, 0" }% | 9/30/11 %EDITCELL{ "label, 0" }% | 54% %EDITCELL{ "label, 0" }% | | |
| 416 | 3.3.6.1 | No | CDIGS | Sehgal, Roy | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |
| 417 | 3.3.6.2 | No | Magellan | Pordes, Sfilgoi | 10/1/10 | 9/30/11 | 50% | %EDITCELL{ "editbutton, 1, Edit" }% | Tests with Magellan continue through US ATLAS and the ANI Satellite. Magellan has had problems with putting the VM technologies into production. the HCC and LIGO VOs continue to use the NERSC Magellan resources. The Magellan project will close down at the end of the fiscal year. <br />Ruth <br /> |
| 418 | 3.3.7 | No | Coordinate delivery-oriented task forces in support of the Executive Director | Sehgal,  Weichel, Bockelman | 10/1/10 | 9/30/11 | 75% | %EDITCELL{ "editbutton, 1, Edit" }% | |

<!-- These permissions are turned - OFF -
OFF_ALLOWTOPICEDIT= Main.TWikiAdminGroup, Main.ForrestChristian, Main.ChanderSehgal, Main.AnneHeavey, Main.RuthPordes
OFF_ALLOWTOPICVIEW= Main.TWikiAdminGroup, Main.ForrestChristian, Main.ChanderSehgal, Main.AnneHeavey, Main.RuthPordes
-->


[[%SCRIPTURLPATH{"view"}%/%WEB%/%TOPIC%?template=viewprint][View printable version of this page]] 





%META:FILEATTACHMENT{name="NanohubWeeklyJobCount.png" attr="" autoattached="1" comment="Nanohub job usage" date="1214062908" path="NanohubWeeklyJobCount.png" size="14662" user="Main.RuthPordes" version="1"}%
%META:FILEATTACHMENT{name="nanohub.pdf" attr="" autoattached="1" comment="NanoHubErrorEfficiency" date="1214062949" path="nanohub.pdf" size="63814" user="Main.RuthPordes" version="1"}%
%META:FILEATTACHMENT{name="Work_Items_for_Purdue_University_Deliverables_to_the_Fermilab_Open_Science_Grid_program_of_work.docx" attachment="Work_Items_for_Purdue_University_Deliverables_to_the_Fermilab_Open_Science_Grid_program_of_work.docx" attr="" comment="" date="1219835093" path="Work Items for Purdue University Deliverables to the Fermilab Open Science Grid program of work.docx" size="116658" stream="Work Items for Purdue University Deliverables to the Fermilab Open Science Grid program of work.docx" tmpFilename="/usr/tmp/CGItemp4341" user="RuthPordes" version="1"}%
%META:FILEATTACHMENT{name="StarJobs.png" attachment="StarJobs.png" attr="" comment="" date="1222643019" path="StarJobs.png" size="68740" stream="StarJobs.png" tmpFilename="/usr/tmp/CGItemp4199" user="RuthPordes" version="1"}%
